00:00 xSpiderMan     : YO TEK
04:48 Nick_A_Naut    : OMFG TY
04:48 donabella09    : GIVE ME THE SWORD!!!
04:48 Sorlin         : ./jail Nick_A_Naut
04:48 Nick_A_Naut    : fine dona
04:48 donabella09    : wb
04:48 xSpiderMan     : Is your name Ib?
04:48 Sorlin         : /me Loves the solo lyfe :D 
04:48 xSpiderMan     : Ibby?
04:48 donabella09    : nope
04:49 xSpiderMan     : Igone?
04:49 donabella09    : nope
04:49 xSpiderMan     : Imelda?
04:49 Tektronic      : §ktest
04:49 xSpiderMan     : Immaculada?
04:49 donabella09    : UR HORRIBLE AR GUESSING!!!
04:49 donabella09    : THOSE R FUGLY NAMES!!!
04:49 xSpiderMan     : Isa?
04:49 xSpiderMan     : Isabelita?
04:49 Nick_A_Naut    : don
04:49 Nick_A_Naut    : dona
04:49 xSpiderMan     : Isabelle
04:49 Nick_A_Naut    : i was joking
04:49 donabella09    : yes then the next letter is a m
04:49 Nick_A_Naut    : nub
04:49 Nick_A_Naut    : l8r all
04:49 donabella09    : isam
04:49 Sorlin         : IK IT
04:49 donabella09    : guess my whole name
04:50 xSpiderMan     : Imelda?
04:50 donabella09    : *face palms* sorlin say my name my whole name please
04:50 Sorlin         : uh
04:50 Sorlin         : hang on
04:50 donabella09    : OH MY GAWD!!!
04:50 donabella09    : wb
04:50 Nick_A_Naut    : ty
04:50 Nick_A_Naut    : wait
04:50 Nick_A_Naut    : i still have your sword...
04:50 donabella09    : give it
04:51 Tektronic      : THE DEATHROLL IS COMPLETE i think
04:51 Sorlin         : xD
04:51 donabella09    : ....
04:51 xSpiderMan     : JOHN CENA
04:51 Sorlin         : RIP
04:51 donabella09    : XD
04:51 xSpiderMan     : LOL
04:51 Tektronic      : LOL
04:51 xSpiderMan     : I DID IT MYSELF
04:51 Nick_A_Naut    : dona
04:51 Nick_A_Naut    : u gonna keep force tp'ing?
04:51 donabella09    : give me my sword nick
04:51 Tektronic      : rofl i saw u did it twice
04:51 Nick_A_Naut    : no
04:52 donabella09    : ....
04:52 donabella09    : u want jail?
04:52 Nick_A_Naut    : what will you do for it first
04:52 Tektronic      : bella
04:52 Nick_A_Naut    : i want to see how desperate you actually are for it
04:52 donabella09    : ?
04:52 Sorlin         : ./jail Nick_A_Naut
04:52 Tektronic      : i just gave u perm to do /deathroll
04:52 donabella09    : REALLY!!! :DDD
04:52 donabella09    : XD
04:52 Tektronic      : lolol
04:52 xSpiderMan     : DONA DO IT 2 ME
04:52 donabella09    : NICK GET UR ASS BACK ON!!
04:52 Sorlin         : xD
04:52 xSpiderMan     : NO DO IT 2 ME OR I WILL CONFIRM DORLIN
04:53 donabella09    : how does i work?
04:53 Sorlin         : EWW
04:53 xSpiderMan     : DONA + SORLIN
04:53 Sorlin         : ewwwwwwwwwwwwwwwwwwwwwwwwww
04:53 Sorlin         : WOOPS NO CAPS
04:53 Sorlin         : EWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW
04:53 xSpiderMan     : ITS DORLIN, DORLIN, DORLIN, FOREVER!
04:53 donabella09    : ok i need to ask tiki how this work
04:53 xSpiderMan     : YOU DO /DEATHTROLL xSpiderMan
04:53 donabella09    : k de
04:54 donabella09    : it just does it randomly
04:54 donabella09    : XD
04:54 donabella09    : XD
04:54 xSpiderMan     : lel I wasnt a choice xD
04:54 Tektronic      : thank god
04:54 donabella09    : no becuz it does it randomly
04:54 Tektronic      : yeah
04:54 Sorlin         : Dona
04:54 donabella09    : ?
04:54 Sorlin         : Guess wat
04:54 Tektronic      : i deoped
04:54 Tektronic      : i will die
04:54 donabella09    : ...
04:54 donabella09    : XD
04:54 Tektronic      : LOL
04:54 Tektronic      : rofllll
04:54 donabella09    : aww
04:55 Sorlin         : guess wat dona
04:55 donabella09    : what?
04:55 xSpiderMan     : I LIVED
04:55 donabella09    : spidey u were gonna die
04:55 Sorlin         : livin the solo lyfe
04:55 Tektronic      : im gonna shorten the timer
04:55 donabella09    : :P
04:55 Tektronic      : so ppl cant leave
04:55 donabella09    : YAY!!!
04:55 donabella09    : more people dieing!
04:55 xSpiderMan     : kk I will have my options rdy tho
04:55 Sorlin         : xD
04:55 donabella09    : XD
04:55 Sorlin         : Yea dona
04:55 Sorlin         : livin the solo lyfe
04:55 donabella09    : i dont have to be ship anymore :P
04:55 Tektronic      : try now bella
04:55 Sorlin         : DONATRUMP
04:55 xSpiderMan     : NO PLS
04:56 Sorlin         : TONA
04:56 Sorlin         : DRUMP
04:56 donabella09    : thats a thing becuz we r married :P
04:56 donabella09    : XD
04:56 Tektronic      : why didnt it work
04:56 xSpiderMan     : kk I left just incase
04:56 donabella09    : idk
04:56 Tektronic      : shitttttttt
04:56 xSpiderMan     : Give dona /op
04:56 donabella09    : ./op?
04:56 xSpiderMan     : mhm
04:56 donabella09    : whats that?
04:56 xSpiderMan     : You get all the commands basically :3
04:57 donabella09    : :3
04:57 donabella09    : u got me bro :3
04:57 xSpiderMan     : Say I if you want dona for co-owner
04:57 Sorlin         : xD
04:57 xSpiderMan     : I ^
04:57 Sorlin         : U
04:57 xSpiderMan     : ...
04:57 donabella09    : XD
04:57 Sorlin         : O
04:57 Sorlin         : E
04:57 Sorlin         : A
04:57 Sorlin         : E
04:57 Sorlin         : I
04:57 Sorlin         : O
04:57 Sorlin         : U
04:57 Sorlin         : AND Y
04:57 donabella09    : ...
04:57 Sorlin         : :D
04:57 Tektronic      : uhhh
04:57 Tektronic      : okay
04:57 donabella09    : ...
04:57 xSpiderMan     : Or dorabella09?
04:58 donabella09    : XD
04:58 Sorlin         : tek broke it
04:58 Tektronic      : ohhhhh!
04:58 Tektronic      : i see whats wrong
04:58 Tektronic      : xD
04:58 donabella09    : what?
04:58 Sorlin         : Dona atleast i dont have to deal with trump :D
04:58 donabella09    : :P
04:58 donabella09    : i mean like i could do divorce
04:59 donabella09    : but
04:59 Sorlin         : xD
04:59 donabella09    : i aint about that life
04:59 xSpiderMan     : Dona has 2 talk 2 me if she wants divorce I got dem married
04:59 donabella09    : yea
04:59 Sorlin         : I can do watevr i want
04:59 xSpiderMan     : nuh uh
04:59 donabella09    : u sure sorlin?~
04:59 Sorlin         : like
04:59 Sorlin         : xD
04:59 Sorlin         : not being told what to do
04:59 xSpiderMan     : LOOK
04:59 Sorlin         : by someone else
05:00 Sorlin         : kinda
05:00 Tektronic      : pls work
05:00 xSpiderMan     : DOWN HERE
05:00 Sorlin         : ...
05:00 Tektronic      : it not work
05:00 Tektronic      : lol
05:00 Sorlin         : WOOT
05:00 xSpiderMan     : nvm
05:00 donabella09    : sorlin pwease
05:00 xSpiderMan     : xSpiderMan
05:00 Sorlin         : -_-
05:00 Tektronic      : YES
05:00 xSpiderMan     : XD
05:00 Tektronic      : there we go
05:01 donabella09    : dammit XD
05:01 Tektronic      : TRY IT DONA
05:01 Tektronic      : lol
05:01 Tektronic      : if u die
05:01 donabella09    : sorlin
05:01 xSpiderMan     : its me
05:01 xSpiderMan     : no doubt
05:01 Tektronic      : sorlin
05:01 Tektronic      : LAIWHJGAOWIHGA
05:01 xSpiderMan     : Oh ok
05:01 Sorlin         : LOL
05:01 donabella09    : dam XD
05:01 Tektronic      : LOLOL
05:01 donabella09    : the deathroll hates me
05:01 Nick_A_Naut    : alight,
05:01 Sorlin         : DONA ITS THE TRUMP CURSE
05:01 xSpiderMan     : It has 2 be me
05:01 donabella09    : XD
05:01 Nick_A_Naut    : i've been mean enough
05:01 xSpiderMan     : Its me :-:
05:01 xSpiderMan     : LOL
05:01 Tektronic      : WTF
05:02 Tektronic      : dude
05:02 Tektronic      : i promise bella
05:02 Tektronic      : its not rigged
05:02 Sorlin         : TRUMP CURSE
05:02 Tektronic      : THE TRUMP CURSE
05:02 Tektronic      : LOL
05:02 donabella09    : XD
05:02 donabella09    : XD
05:02 donabella09    : XD
05:02 Tektronic      : this is the funniest shit ive ever seen
05:02 Sorlin         : THE TRUMP CURESE
05:02 Nick_A_Naut    : dona
05:02 Nick_A_Naut    : do you want your knifey back?
05:02 xSpiderMan     : FRF
05:02 donabella09    : YAY!!
05:02 xSpiderMan     : NURG90O4GRI954
05:02 Tektronic      : LOL
05:02 Nick_A_Naut    : yw
05:02 donabella09    : thx
05:02 Sorlin         : xD
05:02 Tektronic      : goddamn thats fun
05:03 Tektronic      : OMG
05:03 donabella09    : XD
05:03 Tektronic      : i didnt do it
05:03 Sorlin         : Tek im not in a relationship so i wont die
05:03 Tektronic      : BELLA DID IT
05:03 Sorlin         : duh
05:03 xSpiderMan     : It shall be me
05:03 donabella09    : i did XD
05:03 Tektronic      : YES
05:03 Sorlin         : see
05:03 Sorlin         : xD
05:03 Tektronic      : hahahhahaha
05:03 xSpiderMan     : I paniced
05:03 Sorlin         : i figured it out
05:03 Sorlin         : im not in a relationship so i wont die
05:03 Tektronic      : rofl!
05:03 donabella09    : ....
05:03 Sorlin         : duh
05:03 Tektronic      : it picks ppl in a relationship
05:03 donabella09    : u do have a crush
05:03 Tektronic      : yes
05:03 Tektronic      : exactl
05:03 Tektronic      : y
05:03 Sorlin         : xD
05:03 xSpiderMan     : I got married today
05:03 donabella09    : TOBY BRING THAT FAKING GIRL ON HERE!!! U NEED TO SLIDE IN DEM DMS!!!
05:04 Sorlin         : ...
05:04 xSpiderMan     : Ikr toby
05:04 donabella09    : T^T
05:04 Tektronic      : lol
05:04 Sorlin         : bad
05:04 xSpiderMan     : Toby Maguire
05:04 Sorlin         : roll again
05:04 Sorlin         : test my theroy
05:04 donabella09    : if hes not going in dem dms hes not getting the booty from his crush
05:04 Tektronic      : bella someday when ur all byurself on the server, im gonna force u to run that command
05:04 donabella09    : k
05:04 donabella09    : XD
05:04 Tektronic      : "who will it be? donabella? donabella? ITS DONABELLA!
05:04 Sorlin         : test my theroy roll 1 more time
05:04 donabella09    : D
05:05 Tektronic      : ohshit
05:05 Tektronic      : here we go xD
05:05 xSpiderMan     : Yep, it is me
05:05 donabella09    : XD
05:05 Sorlin         : SE
05:05 Tektronic      : LOL
05:05 xSpiderMan     : XD
05:05 Nick_A_Naut    : damn
05:05 Sorlin         : MY THEROY IS CORRECT
05:05 Nick_A_Naut    : good thing i was in spec mode
05:05 donabella09    : which is?
05:05 xSpiderMan     : IM MARRIED AND I HAVE NOT DIED
05:05 Nick_A_Naut    : so i didn't loose my crap
05:05 Sorlin         : K
05:05 Tektronic      : i better make an adjustment
05:05 Sorlin         : this is fun
05:05 Tektronic      : so that it kills ppl in spec mode
05:06 donabella09    : :3
05:06 Nick_A_Naut    : tek
05:06 xSpiderMan     : I GOT MS KNIFEY BACK FOR U DONA
05:06 Nick_A_Naut    : it did kill me
05:06 xSpiderMan     : THANKS FOR DROPPING IT NICK
05:06 xSpiderMan     : YASS
05:06 donabella09    : XD
05:06 Nick_A_Naut    : but im like in a diff person
05:06 xSpiderMan     : here
05:06 Tektronic      : idk what that means
05:06 xSpiderMan     : :D
05:06 donabella09    : XD
05:06 Nick_A_Naut    : i had stuff in my normal invent
05:06 Tektronic      : ohhhhhhhh
05:06 Sorlin         : DONA ROLL AGAIN
05:06 donabella09    : MEH RING!!!
05:06 Tektronic      : i see what u mean
05:06 Tektronic      : yeah
05:06 xSpiderMan     : Oh ye, dona
05:06 Tektronic      : cuz of gamemode change
05:06 Nick_A_Naut    : but when i go into spec mdoe, it clears my invent but also saves it
05:06 Tektronic      : yeah
05:06 Tektronic      : i get what u mean nick
05:06 xSpiderMan     : I forgot 2 give dona her monthly marriage income
05:06 Nick_A_Naut    : goo
05:06 Nick_A_Naut    : *good
05:06 Tektronic      : OH SHIT
05:07 Tektronic      : HAHA
05:07 Sorlin         : SEE
05:07 Nick_A_Naut    : lol
05:07 donabella09    : welp
05:07 donabella09    : tek add vines and leaves to the warehouse
05:07 Sorlin         : i cant die form the roll cause im not in a relationship
05:07 Sorlin         : duh
05:07 Sorlin         : im so dead
05:07 donabella09    : XD
05:07 Sorlin         : WAT
05:07 Sorlin         : XD
05:07 xSpiderMan     : U LIED TEK
05:07 xSpiderMan     : DER IS TIME SO U CAN LEAVE
05:07 Sorlin         : ITS RIGED 4 ME TO WIN
05:07 donabella09    : tp to me XD
05:08 xSpiderMan     : nu
05:08 donabella09    : k
05:08 Tektronic      : now it will correctly kill players in spec
05:08 Sorlin         : tek
05:08 Tektronic      : its me
05:08 Sorlin         : its rigged 4 me to win
05:08 Tektronic      : i can feel it
05:08 xSpiderMan     : rip me
05:08 Tektronic      : rip
05:08 Sorlin         : SE
05:08 Tektronic      : LOL
05:08 Sorlin         : I CANT DIE BY IT
05:08 Tektronic      : SORA IS INVINCIBLE
05:08 Sorlin         : LOL
05:09 Sorlin         : LOL DONA
05:09 donabella09    : fak dat sht
05:09 Sorlin         : HAHAH
05:09 donabella09    : XD
05:09 Tektronic      : sora wtf
05:09 Tektronic      : why never u
05:09 Tektronic      : AGAIN
05:09 Sorlin         : its soo rigged
05:09 xSpiderMan     : Im in survival in plots
05:09 Tektronic      : NO
05:09 Sorlin         : LOL
05:10 Sorlin         : LOL
05:10 Sorlin         : ITS SO RIGGED
05:10 donabella09    : SORLIN U GOTTA DIE!!
05:10 Tektronic      : I THINK MY CODE IS BROKEN SORA IS INVINCIBLE
05:10 Sorlin         : xD
05:10 donabella09    : its gonna be XD
05:10 Sorlin         : xD
05:10 donabella09    : XD
05:10 Sorlin         : LOL
05:10 Tektronic      : OH COME ON
05:10 Tektronic      : SORLIN
05:10 donabella09    : XD
05:10 Tektronic      : cmon sorlin!
05:10 xSpiderMan     : Obviously me
05:10 Sorlin         : nope
05:10 Sorlin         : xD
05:10 donabella09    : NU!!!
05:11 xSpiderMan     : HA
05:11 donabella09    : XD
05:11 Tektronic      : SHIT
05:11 xSpiderMan     : I LEFT
05:11 Tektronic      : i gotta do it faster
05:11 xSpiderMan     : erm
05:11 donabella09    : do it for 3 ses
05:11 donabella09    : *secs
05:11 Tektronic      : u mean make it longer?
05:11 Tektronic      : I KNOW
05:11 Tektronic      : i can make it a random time
05:11 donabella09    : ...
05:11 Tektronic      : like between instant and 10 seconds
05:11 Tektronic      : nah
05:11 Tektronic      : fuck dat
05:12 xSpiderMan     : YUS
05:12 xSpiderMan     : PLS
05:12 donabella09    : XD
05:12 Tektronic      : i reloaded
05:12 xSpiderMan     : KILL SORA
05:12 Tektronic      : do it again
05:12 xSpiderMan     : KILL FORLIN
05:12 donabella09    : XD
05:12 Tektronic      : KILL FORSKIN
05:12 xSpiderMan     : DORLIN
05:12 Sorlin         : xD
05:12 donabella09    : YES!!!
05:12 Nick_A_Naut    : OMFG
05:12 xSpiderMan     : FINALLY THE NIGGA DIES
05:12 donabella09    : XD
05:12 Sorlin         : NOOOOOOO
05:12 donabella09    : YES!!
05:12 xSpiderMan     : THE MOTHERFUCKING BITCH ASS NIGGA HAS FINALLY FUCKING FUCKITY FUCK FUCK DIED
05:12 donabella09    : XD
05:12 Sorlin         : AGAIN
05:12 Sorlin         : BET I WONT DIE
05:13 xSpiderMan     : X
05:13 Sorlin         : 1k
05:13 xSpiderMan     : XD
05:13 Tektronic      : shit
05:13 donabella09    : dam
05:13 Tektronic      : LOL
05:13 xSpiderMan     : 2 people?
05:13 Sorlin         : crap
05:13 xSpiderMan     : x
05:13 donabella09    : MY POWER XD
05:13 Sorlin         : xD
05:13 Tektronic      : yeah me and bella both ran the command
05:13 donabella09    : sorry XD
05:13 Sorlin         : LOL
05:13 donabella09    : i didnt do it this time
05:13 Sorlin         : 4 ppl
05:13 Tektronic      : I LIVED
05:13 xSpiderMan     : WAS IT ME?
05:13 donabella09    : wb
05:14 Sorlin         : run it 5 times
05:14 Sorlin         : WAT
05:14 Nick_A_Naut    : TEK
05:14 Nick_A_Naut    : CAN U PLEZ STOP
05:14 Sorlin         : IM IN SURVIVAL ON PLAYS
05:14 Nick_A_Naut    : IM TRYING TO LIVE
05:14 Sorlin         : PLOTS
05:14 Tektronic      : ROFL
05:14 Sorlin         : TEK
05:14 donabella09    : my power is going low
05:14 Sorlin         : IM IN SURVIVAL
05:14 Sorlin         : xD
05:15 Sorlin         : DONA AND TRUMP SITTING IN A TREE K.I.L.L.I.N.G ME
05:15 Nick_A_Naut    : tek
05:15 Nick_A_Naut    : u just destroyed my pick, sword and 47 diamonds
05:15 Nick_A_Naut    : I H8 U
05:16 Tektronic      : good thing that superman is stronger than both ur pick and diamonds
05:16 Tektronic      : i mean martian manhunter
05:16 xSpiderMan     : :o
05:16 Nick_A_Naut    : my pick had fortune, eff5 and whatnot
05:16 Tektronic      : then go be dr strange
05:16 xSpiderMan     : GUYS WHO WANTS 2 PLAY LAZER TAG?
05:16 Nick_A_Naut    : and sword had everything else too
05:16 Tektronic      : u can enchant
05:16 Tektronic      : he has /enchant command
05:16 Nick_A_Naut    : i dun got any friggin diamonds!
05:16 Tektronic      : u can be martian manhunter and walk thru walls
05:16 Tektronic      : u can get diamonds easy
05:16 Nick_A_Naut    : I WAS DOIGN THAT BEFORE
05:17 Sorlin         : ./roll
05:17 Sorlin         : ./roll
05:17 Sorlin         : ./roll
05:17 Sorlin         : ./roll
05:17 Sorlin         : ./roll
05:17 Sorlin         : xD
05:17 xSpiderMan     : Lazer tag starting in 10 minutes! 4 Players needed! Come wait at /warp battle ! Hurry now!
05:17 Sorlin         : XD
05:17 xSpiderMan     : .
05:17 Tektronic      : lolllll
05:17 xSpiderMan     : Lazer tag starting in 10 minutes at /warp battle ! 4 players needed for 2 teams of 2!
05:17 xSpiderMan     : .
05:18 xSpiderMan     : Lazer tag starting in 9 minutes !!! Come pick teams at /warp Battle !!! hurry!
05:18 xSpiderMan     : :-:
05:18 xSpiderMan     : I wanted 2 play lazer tag :(
05:18 Sorlin         : Tel
05:18 Sorlin         : Tek
05:19 xSpiderMan     : /msg tek Yo, you should add a lazer tag minigame in /warp minigames 
05:19 Sorlin         : Did u like the #alonelyfe when u had it xD
05:19 Tektronic      : /r i could do that 
05:19 Tektronic      : /r you get points every time u score a hit 
05:20 xSpiderMan     : /r Yea, I have a screenshot of a good lazer tag map 
05:20 xSpiderMan     : https://www.bing.com/images/search?q=minecraft+lazer+tag+map&view=detailv2&&id=A8AC8C5ADC2CA9D2C50AC
05:20 xSpiderMan     : /r Then, to start playing this could be used 
05:20 xSpiderMan     : https://www.bing.com/images/search?q=minecraft+lazer+tag+map&view=detailv2&id=63E7AD4FC30405E
05:21 xSpiderMan     : /r oops wrong one 
05:21 xSpiderMan     : /r Well, yea, I like the map I showed u :P 
05:21 Tektronic      : /r looks like fun 
05:21 xSpiderMan     : :D
05:21 Sorlin         : DONA GOT HER KNIFE BACK.. I WAS GUNNA TAKE IT
05:22 xSpiderMan     : I gave it 2 her
05:22 Sorlin         : no
05:22 Sorlin         : she died while afk a second ago
05:22 donabella09    : :P
05:22 donabella09    : ms knifey was in a safe place
05:23 xSpiderMan     : /r Wait 
05:23 Sorlin         : /me eggs donas house 
05:23 xSpiderMan     : /r Could i build dat same map for da game? 
05:23 donabella09    : sorlin~
05:23 donabella09    : aww r u drowning?~
05:23 xSpiderMan     : /r Also, For laser tag the lasers could be the same lasers used by heros 
05:24 donabella09    : ...
05:24 donabella09    : welp
05:24 donabella09    : /me sips hot coco* 
05:24 Sorlin         : /me eggs donas house again 
05:24 Tektronic      : shit
05:24 Tektronic      : i have a bad feeling
05:24 donabella09    : XD
05:25 donabella09    : ur wish came true tiki
05:25 Sorlin         : /me keeps throwing eggs 
05:25 donabella09    : lemme try it
05:25 donabella09    : ...
05:25 Sorlin         : RIGGED
05:25 xSpiderMan     : lel
05:25 donabella09    : XD
05:25 Sorlin         : lol
05:25 Tektronic      : omgggggggggg
05:25 donabella09    : its still tek either way XD
05:25 Sorlin         : /me eggs donas house again again 
05:26 Tektronic      : laser tag would be an awesome minigame
05:26 donabella09    : TOBIAS JEOFFERY ANDERSON JUNIOR THE 3RD!!!!! STOP DOING THAT!!
05:26 Sorlin         : LOL you made up all of that
05:26 donabella09    : gawd dammit
05:26 donabella09    : thats right toby
05:26 Sorlin         : sthap calling me dat
05:26 donabella09    : its fun
05:27 donabella09    : u can call me by my name :P
05:27 Sorlin         : /me eggs donas house again again again 
05:27 donabella09    : TOBY!!!
05:27 donabella09    : I SAW CHU!!!
05:28 Tektronic      : i should schedule the death timer to run automatically every 10 minutes
05:28 donabella09    : yea
05:28 Tektronic      : lol
05:28 Tektronic      : no
05:28 Tektronic      : imagine if ur the only person on
05:28 donabella09    : /me ruffles sorlins hair* :P 
05:28 Sorlin         : ima just steal everything in here soo.. yea
05:28 Tektronic      : u would die every 10 minutes
05:28 Tektronic      : lol
05:28 donabella09    : XD
05:28 donabella09    : i would of been like GAWD DAMMIT TEK!!!
05:29 Tektronic      : ur part of a faction now bella?
05:29 donabella09    : yea
05:29 Tektronic      : is that trumps faction
05:29 donabella09    : nu
05:29 Tektronic      : liar
05:29 Sorlin         : Tek
05:29 donabella09    : its not i swear
05:29 Sorlin         : its apocalypse
05:29 Sorlin         : its mine
05:29 Sorlin         : LOL
05:29 donabella09    : XD
05:29 Tektronic      : GODDAMNIT
05:29 Tektronic      : i hate this command
05:29 donabella09    : XD
05:30 Tektronic      : i should put it so it never works on me
05:30 Sorlin         : Tek apocalypse is mine
05:30 Tektronic      : omg
05:30 Tektronic      : here we go again
05:30 donabella09    : XD
05:30 Tektronic      : pls no
05:30 donabella09    : yes!
05:30 donabella09    : XD
05:30 Tektronic      : LOL
05:30 Tektronic      : no
05:30 Sorlin         : ...
05:30 donabella09    : XD
05:30 Tektronic      : FUCKING WATERZOMBIE
05:30 Sorlin         : tek
05:30 donabella09    : tek u still die either wayXD
05:30 Tektronic      : test
05:30 Sorlin         : SCIENCE
05:30 Tektronic      : shutupppppppppppppppppppppppppppppppppppppppp
05:31 Sorlin         : XD
05:31 Sorlin         : RIP DONA
05:31 Tektronic      : WHATS MINE IS MINE AND MINE AND MINE AND MINE AND MINE! NOT YOURS!
05:31 xSpiderMan     : https://www.bing.com/images/search?q=Minecraft+Laser+Tag&view=detailv2&&id=2B4E9C6FE575B47ED8B6692DF
05:31 donabella09    : :P
05:31 donabella09    : XD
05:31 xSpiderMan     : omg :-:
05:31 Tektronic      : LOL
05:31 donabella09    : i should murder u like that everytime
05:31 donabella09    : XD
05:31 Tektronic      : i need to make more fun custom commands
05:31 donabella09    : lemme try it again
05:32 Tektronic      : what else could we do
05:32 Sorlin         : MARRAGE PLUGIN
05:32 donabella09    : hmm
05:32 donabella09    : sht XD
05:32 Tektronic      : no more plugins until station is done
05:32 Tektronic      : LOL
05:32 donabella09    : i didnt even die XD
05:32 Tektronic      : OH GAWD
05:32 Tektronic      : were u in GMC
05:32 donabella09    : yea XD
05:32 Tektronic      : lmao
05:32 Sorlin         : /me Eggs and tps donas house 
05:32 donabella09    : i still lost power
05:33 donabella09    : XD
05:33 Sorlin         : ...
05:33 Sorlin         : WAT
05:33 donabella09    : XD
05:33 Sorlin         : WAT
05:33 xSpiderMan     : Im building rn, so if I die, I swear
05:33 donabella09    : XD
05:33 Sorlin         : LOL
05:33 xSpiderMan     : XD
05:33 Sorlin         : /me Eggs and tps donas house 
05:33 Sorlin         : XD
05:33 Sorlin         : TEK
05:33 Sorlin         : its tek
05:33 donabella09    : sorlin
05:33 donabella09    : XD
05:34 Sorlin         : xD
05:34 Tektronic      : omg
05:34 Tektronic      : i didnt die either
05:34 donabella09    : i remember that my chat is dark red XD
05:34 Sorlin         : xD
05:34 donabella09    : were u in gmc?
05:34 Tektronic      : yeah
05:34 donabella09    : oh
05:34 Tektronic      : im tryin to fix that
05:34 Tektronic      : lol
05:34 Sorlin         : /me TPs and eggs donas house 
05:34 donabella09    : WHY ME!!! T^T
05:34 donabella09    : /me drops knifey* 
05:34 donabella09    : XD
05:34 Tektronic      : roflllllllll this fucking command never gets old
05:34 Tektronic      : what if
05:35 Tektronic      : instead of just killing u
05:35 donabella09    : ?
05:35 Tektronic      : it either gives u a diamond
05:35 Tektronic      : or u die
05:35 Sorlin         : YAS
05:35 donabella09    : so like a choice??
05:35 Tektronic      : hm
05:35 Sorlin         : /me throws egg at window 
05:35 Tektronic      : that has a flaw
05:35 Tektronic      : i cant do that
05:35 Tektronic      : people will just stand by a chest and when they get a dia they will just put it in the chest
05:35 Tektronic      : but maybe
05:36 donabella09    : /me eggs sorlins room* 
05:36 Tektronic      : experience
05:36 Tektronic      : yes
05:36 Sorlin         : ...
05:36 Tektronic      : either you get loads of exp
05:36 Tektronic      : or u die
05:36 donabella09    : /me eggs sorlins chair* 
05:36 Sorlin         : HEY
05:36 donabella09    : XD
05:37 Sorlin         : /me eggs Dona 
05:37 donabella09    : ur not here XD
05:37 Sorlin         : or am i
05:37 donabella09    : well u cant do /tp
05:37 donabella09    : so
05:38 donabella09    : and i know where i put my sethomes
05:39 Sorlin         : ...
05:39 donabella09    : ...
05:39 Sorlin         : Im still solo
05:40 Sorlin         : so uh ha
05:40 xSpiderMan     : /msg Tek Im making my own laser tag map 
05:40 xSpiderMan     : /r I have an idea 
05:40 Sorlin         : :P
05:40 donabella09    : FIFI!!!
05:40 Sorlin         : ???
05:40 donabella09    : what chu doing XD
05:41 xSpiderMan     : I have been so quiet :3
05:41 donabella09    : thats a bad fifi
05:41 Sorlin         : ..?
05:41 donabella09    : XD
05:41 Sorlin         : DONA
05:41 donabella09    : all the guys XD
05:41 Tektronic      : YES
05:41 donabella09    : XD
05:41 Sorlin         : WOW
05:41 donabella09    : XD
05:41 Tektronic      : thats awesome
05:41 Sorlin         : RUN AWAY
05:42 donabella09    : welp
05:42 Sorlin         : WOOT
05:42 donabella09    : i got out of gmc...
05:42 Sorlin         : O.o
05:42 Tektronic      : yeah
05:42 Tektronic      : when u get out of gmc u die
05:42 Tektronic      : idk why
05:43 donabella09    : its becuz of the deathroll
05:43 Tektronic      : yeah but idk why
05:43 donabella09    : guys kill sorlin
05:43 Tektronic      : LOL
05:43 donabella09    : XD
05:43 Sorlin         : ...
05:43 donabella09    : u lost the 2000 xp XD
05:43 Tektronic      : do u like it better now that randomly gives u xp?
05:44 Sorlin         : im slowly hateing everyone human
05:44 donabella09    : yea XD
05:44 Tektronic      : rofl
05:44 donabella09    : XD
05:44 Tektronic      : fak that
05:44 donabella09    : im already loving it more and more each time XD
05:44 Tektronic      : holy shit
05:44 Tektronic      : 1000 xp = 27 levels
05:45 Tektronic      : damn
05:45 Sorlin         : 200 = 32
05:45 Sorlin         : 2000 = 32
05:45 Tektronic      : ROFL
05:45 donabella09    : XD
05:45 Sorlin         : I give up
05:45 Tektronic      : SORA IS NO LONGER IMMUNE
05:45 donabella09    : XD
05:45 donabella09    : lets see
05:45 donabella09    : XD
05:45 Tektronic      : i changed it, now it only targets ppl who are single
05:45 Sorlin         : i win
05:45 donabella09    : XD
05:46 Tektronic      : LOL SEE
05:46 donabella09    : yay XD
05:46 donabella09    : i can murder him everytime
05:46 donabella09    : XD
05:46 Sorlin         : y u do dis
05:46 Tektronic      : oh shit.......... xD
05:46 Tektronic      : FUCK
05:46 donabella09    : DAMMIT!!
05:46 donabella09    : WHY U DO DIS TEK!!!
05:46 Sorlin         : IT ONLY TARGETS ME
05:47 Sorlin         : /me conplains 
05:47 Tektronic      : conplains
05:47 Tektronic      : dis is gey
05:47 Sorlin         : IF I DIE DONA GRAB THE XP
05:47 donabella09    : XD
05:47 Tektronic      : HIT
05:47 Tektronic      : SHIT
05:47 Sorlin         : RIGGED
05:47 xSpiderMan     : What happened?
05:48 Tektronic      : LOL
05:48 donabella09    : XD
05:48 xSpiderMan     : Lol I didnt die
05:48 xSpiderMan     : Im still alive
05:48 donabella09    : u bitch XD
05:48 Tektronic      : spidey is on plots, his XP doesn't COUNT
05:48 xSpiderMan     : ye
05:48 Tektronic      : LOL
05:48 donabella09    : XD
